,fluxes
ACOAD2f,-6.979479637970719
ACOAD3,6.807860766123668
ACOAD30f,0.0
ACOAD31f,0.0
ACOAD32f,0.0
ACOAD33f,0.0
ACOAD34f,0.0
ACOAD3f,-6.979479637970719
ACOAD4_1,0.0
ACOAD4f,-0.17161887184705119
ACOAD5_1,0.0
ACOAD5f,-0.17161887184705119
ACOAD6,6.807860766123668
ACOAD6f,-6.979479637970719
ACOAD7,6.807860766123668
ACOAD7f,-6.9473010994993984
ACOAD8f,-0.03217853847132212
ACOADH1,0.0
ACOADH2,0.031173170841946905
ACOAM,0.0
ACODA,0.0
ACONCt4pp,0.0
ACONCtex,0.0
ACONCtupp,0.0
ACONT,31.816227704255073
ACONTa,12.235503483341104
ACONTb,12.235503483341104
ACOTA,0.0
ACOXT,0.0
ACP1_FMN,0.0
ACPPAT120,0.0
ACPPAT141,0.0
ACPPAT160,0.0
ACPPAT161,0.0
ACPPAT180,0.0
ACPPAT181,0.0
ACPS1,0.0
ACPS1_1,0.0
ACPpds,0.0
ACS,0.0
ACS2,0.0
ACSPHAC100,0.0
ACSPHAC101,0.0
ACSPHAC120,0.0
ACSPHAC121,0.0
ACSPHAC121d6,0.0
ACSPHAC140,0.0
ACSPHAC141,0.0
ACSPHAC141d5,0.0
ACSPHAC142,0.0
ACSPHAC160,0.0
ACSPHAC40,0.0
ACSPHAC50,0.0
ACSPHAC60,0.0
ACSPHAC70,0.0
ACSPHAC80,0.0
ACSPHAC90,0.0
ACSPHACP100,0.0
ACSPHACP40,0.0
ACSPHACP50,0.0
ACSPHACP60,0.0
ACSPHACP70,0.0
ACSPHACP80,0.0
ACSPHACP90,0.0
ACSPHACT40,0.0
ACSPHACT60,0.0
ACTD,0.0
ACTD2,0.0
ACTD_1,0.48839913384066896
ACTDa,0.48839913384066896
ACTNabc,0.0
ACTNabc1,0.0
ACYP_2,0.0
ACYSBMNt,0.0
ACt2rpp,0.0
ACt4pp,0.0
ACt5pp,0.0
ACtex,0.0
ADA,0.0
ADADir,0.0
ADCL,0.00771784344745326
ADCPS1,0.0
ADCPS2,0.0
ADCS,0.00771784344745326
ADD,0.0
ADK1,10.10278177411206
ADK2,5.05139088705603
ADK4,0.0
ADMDC,0.0
ADNCYC,0.0
ADNK1,0.0011552944666721463
ADNK3,0.0
ADNK4,0.0
ADNUC,0.0
ADNt2,0.0
ADOCBIAH,0.0
ADOCBIK,3.3854074821944913
ADPGLC,0.0
ADPRDP,0.0
ADPRDP_1,0.0
ADPT,0.0
ADSELK,0.0
ADSELR,0.0
ADSK,0.0
ADSL1r,2.7637542304231766
ADSL2r,5.174721607992468
ADSS,2.7637542304231766
ADtr,0.0
AEPPYRTA,0.0
AEPabcpp,0.0
AEPtex,0.0
AGDC,0.0
AGM3PA,0.0
AGM3PApp,0.0
AGM3PH,0.0
AGM3Pt2pp,0.0
AGM4PApp,0.0
AGM4PCPpp,0.0
AGM4PH,0.0
AGM4Pt2pp,0.0
AGMDA,0.0
AGMH,0.0
AGMtex,0.0
AGPAT120,0.0
AGPAT141,0.0
AGPAT160,0.0
AGPAT161,0.0
AGPAT180,0.0
AGPAT181,0.0
AGPATr_BS,0.5363089745220351
AGPR,0.0
AH6PI,-0.42859336803286113
AHCYSNS,0.0
AHCi,0.0011552944666721463
AHGDx,0.0
AHMMPS,0.0025726144824850575
AHSERL2,0.6538321363094978
AI2abcpp,0.0
AI2tpp,0.0
AICART,5.576181641634288
AIRC2,0.0
AIRC3,0.0
AIRCr,5.174721607992468
AKGDH,0.0
AKGDa,0.0
AKGDb,0.0
AKGt2r,0.0
AKGt2rpp,0.0
AKGtex,0.0
AKP1,0.00771784344745326
ALAALAD,0.0
ALAALAabcpp,0.0
ALAALAr,1.7595478848701245
ALAD_L,0.0
ALAGLNtr,0.0
ALAGLUE,0.0
ALAGLUabcpp,0.0
ALAGLYtr,0.0
ALAHISabcpp,0.0
ALAHIStex,0.0
ALAHIStr,0.0
ALALEUabcpp,0.0
ALALEUt,0.0
ALALEUtex,0.0
ALAR,7.932562914920428
ALAS,21.877848139129156
ALATA_L2,0.0
ALATHRabcpp,0.0
ALATHRtex,0.0
ALATHRtr,0.0
ALATRPabcpp,0.0
ALATRPtex,0.0
ALAabc,0.0
ALAabcpp,0.0
ALAt2pp,0.0
ALAt2r,0.0
ALAtex,0.0
ALCD1,-0.42859336802093145
ALCD19,53.09070835610112
ALCD19y,-53.09070835610112
ALCD22_L,0.0
ALCD2ir,13.243234158891566
ALCD2x,-13.243234158891566
ALCD2y,26.48646831778313
ALCD4,0.0
ALDD1,1.1929760929984509e-11
ALDD19xr,0.0
ALDD20x,0.0
ALDD20y,0.0
ALDD2x,0.0
ALDD2y,0.0
ALDD3,0.0
ALDD31,0.9041086914006282
ALDD31_1,0.0
ALDD3y,0.0
ALDD4,0.0
ALDD4x,0.0
ALDD5,0.0
ALDD6,0.0
ALDH_1,0.0
ALGAC4,0.0
ALGE6,0.0
ALGSex7,0.0
ALKP,0.0
ALLTAHr,0.0
ALLTAMH,0.0
ALLTN,0.0
ALLTNRA,0.0
ALLTNt2rpp,0.0
ALLTNtex,0.0
ALPHNH,0.0
ALR2,0.0
ALR3,0.0
AM3PA,0.0
AM4PA,0.0
AMALT1,0.0
AMALT2,0.0
AMALT3,0.0
AMALT4,0.0
AMANAPEr,0.0
AMANK,0.0
AMAOTr,0.0
AMID2,0.0
AMID4,0.0
AMID_1,0.0
AMMQLT8,0.00019086151844997847
AMMQT8,0.0006080065529991038
AMMQT8_2,0.00035642639522306404
AMPEP1,0.0
AMPEP10,0.0
AMPEP11,0.0
AMPEP12,0.0
AMPEP13,0.0
AMPEP14,0.0
AMPEP15,0.0
AMPEP16,0.0
AMPEP17,0.0
AMPEP18,0.0
AMPEP2,0.0
AMPEP3,0.0
AMPEP4,0.0
AMPEP5,0.0
AMPEP6,0.0
AMPEP7,0.0
AMPEP8,0.0
AMPEP9,0.0
AMPTASEAH,0.0
AMPTASEAL,0.0
AMPTASEAT,0.0
AMPTASEATRP,0.0
AMPTASECG,0.0
AMPTASEGGLN,0.0
AMPTASEGGLU,0.0
AMPTASEGM,0.0
AMPTASEGS,0.0
AMPTASEHG,0.0
AMPTASEHH,0.0
AMPTASEPG,0.0
ANDO1,0.0
ANDO2,0.0
ANHGMtex,0.0
ANHMK,0.0
ANPRT,0.24087776611895984
ANS,0.0
ANS2,0.24087776611895984
AOBUTDs,0.0
AOXSr,0.0
AP3S,0.0
AP4AH,0.0
AP4AS,0.0
APAT_1,-3.50570748522953
APCt6,0.0
APCtex,0.0
APENTAMAH2,0.0
APG3PAT120,0.0
APG3PAT141,0.0
APG3PAT160,0.0
APG3PAT161,0.0
APG3PAT180,0.0
APG3PAT181,0.0
APPLDHr,0.0
APRAUR,0.005145228964968257
APRTO2,0.0
APSR,1.0511443971677743
APTNAT,0.0
ARABR,0.0
ARABRr,0.0
ARACHTA,0.0
ARBT6Pt,0.0
ARBTpts,0.0
ARBabcpp,0.0
ARBt2r,0.0
ARBt3ipp,0.0
ARGAGMt7pp,0.0
ARGDI_1,0.0
ARGDr,0.0
ARGN_1,0.0
ARGR,0.0
ARGSL,1.2534495722897412
ARGSS,1.2534495722897412
ARGabc,0.0
ARGabcpp,0.0
ARGt2r,3.7479374748282215
ARGt5r,-3.7479374748282215
ARUH,0.0
ASAD,-6.720763892061329
ASCBPL,0.0
ASCBpts,0.0
ASNN,0.0
ASNN_1,0.0
ASNNpp,0.0
ASNS1,0.0
ASNS2,1.0214978930716858
ASNabc,0.0
ASNt2r,0.0
ASNt2rpp,0.0
ASNtex,0.0
ASO3t2pp,0.0
ASO3t4pp,0.0
ASO3t8pp,0.0
ASO3tex,0.0
ASO3tex_1,0.0
ASO4rt2rpp,0.0
ASO4t4pp,0.0
ASO4tex,0.0
ASP1DC,0.006657830998651043
ASP3H,0.0
ASPA2,0.0
ASPCT,3.8250013253658834
ASPK,6.720763892061329
ASPO1,0.0
ASPO5,0.022401119871839122
ASPO6,0.0039443580921663
ASPT,0.0
ASPTA,-21.813689723238614
ASPabc,0.0
ASPabcpp,0.0
ASPt2_2pp,0.0
ASPt2pp,0.0
ASPt2r,0.0
ASPtex,0.0
ASR,0.0
ASR2,0.0
ATAH_1,0.0
ATPHs,0.0
ATPPRT,0.40146003364181987
ATPS4rpp,822.8950083645497
AT_MBD2,0.0
BALAt2pp,0.0
BALAt2r,0.0
BALAtex,0.0
BCOALIG,0.0
BCOALIG2,0.0
BCT1_syn,0.0
BDH,0.0
BEF,0.0
BETALDHx,0.0
BETALDHy,0.0
BGLA,0.0
BG_CELLB,0.0
BKDA2,0.0
BKDC1,0.0
BMNMSHS,0.0
BMNt,0.0
BPNT,0.0
BPNT2,0.0
BSCT,0.0
BTDD_RR,0.0
BTNTe,0.0
BTNt,0.0
BTS,0.0
BTS2,0.0
BTS3r,0.0
BTS_nadph,0.0
BUPN,0.0
BUTCT,0.0
BUTSO3abcpp,0.0
BUTSO3tex,0.0
BUTSabc,0.0
BUTt2rpp,0.0
BUTt4pp,0.0
BUTtex,0.0
BZ12DOX,0.0
BZALCt2pp,0.0
BZALCtex,0.0
BZALDH,0.0
BZDH,0.0
BZDIOLDH,0.0
BZSCD,0.0
BZSCT,0.0
BZSS,0.0
BZt,0.0
BZt1pp,0.0
BZt2_pp,0.0
BZtex,0.0
C4HP,0.0
CA2abc,0.040121669691348234
CA2abc1,0.0
CA2abcpp,0.020060834845674117
CA2tex,0.020060834845674117
CAATPS,0.0
CARBSARAH,0.0
CARNabcpp,0.0
CARNtex,0.0
CAT,0.5253133650623253
CATDOX,0.0
CATpp,0.0
CAt4,0.0
CBMD,0.0
CBPAH,0.0
CBPS,5.078450897655625
CD2t3pp,0.0
CD2t4pp,0.0
CD2tpp,0.0
CDAPPA160190,0.0
CDAPPA190,0.0
CDGUNPD,0.0
CDPMEK,0.009242355733377242
CDPPT160,0.0
CGLYabcpp,0.0
CHCD,0.0
CHCOAL,0.0
CHLabc,0.0
CHLabc_rev,0.0
CHLabcpp,0.0
CHLt3pp,0.0
CHOD,0.0
CHOL1,0.0
CHOLCOA,0.0
CHOLD,0.0
CHOLD3,0.0
CHOLSH,0.0
CHOLSabc_1,0.0
CHORM,1.3720002087985899
CHORS,1.621751112831675
CHSTEROLt_1,0.0
CIGAMS,0.0
CITACt,0.0
CITL,0.0
CITt14,0.0
CITt4pp_1,0.0
CITt_kt,0.0
CITtex,0.0
CITtupp,0.0
CLPNH140pp,0.0
CLPNS140pp,0.0
CMCBTFL,6.502608427006327
CMCBTFU,6.502608427006327
CMCBTFtex,0.0
CMCBTFtpp,0.0
CMCMSAD,0.0
CMHMI,0.0
CMLDC,0.0010937255622379797
CMt2ex,0.0
CMt2ppi,0.0
CMtex,0.0
CMtexabc,0.0
CMtpp,0.0
CO2t,-238.56763020452448
CO2tex,61.94943322182245
CO2tpp,-300.51706342634697
COBALT2abcpp,0.0
COBALT2t3pp,0.0
COBALT2tpp,0.0
COBALTt4pp,0.0
COBALTt5,-0.0011552944666715157
COCO2,0.0
COabc,0.0
COt_1,0.0
CPPPGO,0.0
CPPPGO2,0.0
CREAT,0.0
CREATtex,0.0
CREATtpp,0.0
CRNDH,0.0
CRNDt2rpp,0.0
CRNabc,0.0
CRNabcpp,0.0
CRNt2rpp,0.0
CRNt8pp,0.0
CRNtex,0.0
CRO4abcpp,0.0
CRO4t3pp,0.0
CRTNIH,0.0
CRTNtex,0.0
CRTNtpp,0.0
CS,44.05173118759884
CSND,0.0
CSNt2,0.0
CTBTabcpp,0.0
CTBTt2rpp,0.0
CTECOAI6,0.0
CTECOAI7,0.0
CTECOAI8,0.0
CTI1,0.0
CTPS1,1.8561532593651784
CTPS2,0.0
CU2t4pp,0.0
CUabcpp,0.0
CYANST,0.0
CYANt2pp,0.0
CYANtex,0.0
CYO1b,0.0
CYP1,0.0
CYP2,0.0
CYP3,0.0
CYS,0.39731226085827637
CYSK2_I,0.0
CYSS,0.0
CYSTA,0.0
CYSTGL,0.0
CYSTL,0.0
CYSTS,0.0
CYSabc,0.0
CYSabcpp,0.0
CYSt2r,0.0
CYStpp,0.0
CYTBD,6.021479506218474
CYTBD2,6.7500073238467095
CYTD,0.0
CYTDH,0.0
CYTK1,16.467497638406126
CYTK2,0.0
CYTOM,0.0
Clt,0.06018250453702236
Cobalt2abcppI,0.0
Cotpp,0.0
Cuabc,0.008194253536804154
Cut1,0.0
D4DGCD,0.0
D5KGK,0.0
D5KGPA,0.0
DAAD,0.0
DAAD12,0.0
DAAD2,0.0
DAAD4,0.0
DAAD5,0.0
DAAD7,0.0
DAAD8,0.0
DABAAT2,0.0
DACL,0.0
DADA,0.0
DADNt2,0.0
DAGK140,0.0
DAGK160,0.0
DAGLIPA160ex,0.0
DAGLIPA180ex,0.0
DAGLIPA181d9ex,0.0
DAGLIPA182d9d12ex,0.0
DALAabcpp,0.0
DALAt2pp,0.0
DALAt2r,0.0
DAPDA,0.0
DAPDC,1.4541795891106526
DAPE,3.2137274739807773
DAPabcpp,0.0
DARBabcpp,0.0
DARBt3ipp,0.0
DASYN120,0.0
DASYN140,0.0
DASYN141,0.0
DASYN160,0.0
DASYN160190,0.0
DASYN161,0.0
DASYN180,0.0
DASYN181,0.0
DASYN190190,0.0
DATPHs,0.0
DB4PS,0.010290457929936514
DBTS,0.0
DCAtex,0.0
DCTPD,0.0
DCTPD2,0.0
DDGALK,0.0
DDGLK,0.0
DDPA,1.621751112831675
DDPGA,0.0
DDPGALA,0.0
DESAT16,0.0
DESAT18,0.0
DESATPE160,0.0
DGAK,1.0856199571776786
DGK1,0.0
DGNSK,0.0
DGUNC,0.0
DHACOAH,0.0
DHAD1,4.062988007291241
DHAD2,0.0
DHAD3,1.7781804211366377
DHAK,0.0
DHAPT,0.0
DHBD,0.0
DHBS,0.0
DHBSH,0.0
DHBZS2H,0.0
DHBZS3H,0.0
DHCINDO,0.0
DHDPRy,3.2137274739807773
DHDPS,3.2137274739807773
DHEDAA,0.0
DHFR,0.10599727479609089
DHFS,0.00771784344745326
DHNAOT,0.0011552944666721463
DHNCOAS,0.00028882361666804005
DHNCOAT,0.00028882361666804005
DHNPA2r,0.0
DHNPA_1,0.00771784344745326
DHORD2,3.8250013253658834
DHORDi,0.0
DHORTS,-2.2360548400720126
DHPACCOAHIT,0.0
DHPDO,0.0
DHPM1,0.0
DHPPDA,0.0025726144824830457
DHPPDA2,0.002572614482485211
DHPS,0.00771784344745326
DHPS2,0.0
DHQS,1.621751112831675
DHQTi,1.621751112831675
DHR_1,1.5889464852938715
DHSKDH,0.0
DIPEPabc1,0.0
DIPEPabc10,0.0
DIPEPabc12,0.0
DIPEPabc13,0.0
DIPEPabc14,0.0
DIPEPabc15,0.0
DIPEPabc3,0.0
DIPEPabc8,0.0
DKDID,0.0
DKGLCNR1,0.0
DLYSAD,0.0
DLYSPYRAT,0.0
DMALRED,0.6552733778384953
DMATT,0.0011552944666721532
DMGDH2,0.0
DMPPS,0.0029155048494428435
DMSO2abcpp,0.0
DMSO2tex,0.0
DNMPPA,0.0
DNTAep,0.0
DNTPPA,0.0
DOP1,0.0
DOP2,0.0
DOPAtex,0.0
DOPDH,0.0
DORNabcpp,0.0
DORNtex,0.0
DPCOAK,0.006657830998651043
DPR,0.006657830998651043
DRBK,0.0
DRIBabc,0.0
DRIBtex_1,0.0
DRPA,0.0
DRU1Ptex,0.0
DSERDHr,0.0
DSERt2,0.0
DSERt2pp,0.0
DSERtex,0.0
DTARTD,0.0
DTBTST,0.0
DTMPK,0.30255613749336613
DURADx,0.0
DURIK1,0.0
DUTPDP,0.30255613749336613
DVALabcpp,0.0
DVALtex,0.0
DXPRIi,0.009242355733377242
DXPS,1.0584973422483464
DXYLK,0.0
DXYLUDtex,0.0
DXYLUDtpp,0.0
D_LACt2,0.0
E4PD,1.0466823720324843
ECHA191,0.0
ECHA192,0.0
ECHA193,0.0
ECHA20,0.0
ECOAH1,-0.5551905949485871
ECOAH12,0.0
ECOAH14,0.0
ECOAH15,0.0
ECOAH16,0.0
ECOAH17,0.0
ECOAH18,0.0
ECOAH19,0.0
ECOAH1_1,0.09535039837945365
ECOAH2,0.17161887184705119
ECOAH20,0.0
ECOAH21,0.0
ECOAH22,0.0
ECOAH23,0.0
ECOAH25,0.0
ECOAH26,0.0
ECOAH27,0.0
ECOAH28,0.0
ECOAH29,0.0
ECOAH3,0.17161887184705119
ECOAH30,0.0
ECOAH31,0.0
ECOAH32,0.0
ECOAH33,0.0
ECOAH34,0.0
ECOAH35,0.0
ECOAH36,0.0
ECOAH37,0.0
ECOAH38,0.0
ECOAH4,0.17161887184705119
ECOAH5,0.17161887184705119
ECOAH5_1,0.0
ECOAH6,0.17161887184705119
ECOAH7,0.13944033337572886
ECOAH8,0.03217853847132212
ECOAH9ir,0.0
EDA,21.326735764056902
EDD,21.326735764056902
EHGLAT,0.0
ENO,71.69633079683926
ENTCS,0.0
ENTERES,0.0
ENTERES2,0.0
ENTERGLCT1,0.0
ENTERGLCT2,0.0
ENTERH,0.0
ETHAAL,0.0
ETHAt2pp,0.0
ETHAtex,0.0
ETHSO3abcpp,0.0
ETHSO3tex,0.0
ETHSabc,0.0
F1PP,0.0
F6PP,0.0
FA100ACPHi,0.0
FA120ACPHi,0.0
FA140ACPHi,0.0
FA141ACPHi,0.0
FA160ACPHi,0.0
FA161ACPHi,0.0
FA80ACPHi,0.0
FACOAE100,0.0
FACOAE120,0.0
FACOAE140,0.0
FACOAE141,0.0
FACOAE160,0.0
FACOAE161,0.0
FACOAE180,0.03217853847132212
FACOAE181,0.0
FACOAE1829Z12Z,0.0
FACOAE50,0.0
FACOAE60,0.0
FACOAE70,0.0
FACOAE80,0.0
FACOAE90,0.0
FACOAL100t2pp,0.0
FACOAL120t2pp,0.0
FACOAL140,0.0
FACOAL140_ISO,0.010726179490440703
FACOAL140t2pp,0.0
FACOAL141,0.0
FACOAL141t2pp,0.0
FACOAL150_ISO,0.21452358980881403
FACOAL150_anteiso,0.36469010267498386
FACOAL160,0.0
FACOAL160_ISO,0.05363089745220351
FACOAL160t2pp,0.0
FACOAL161,0.0
FACOAL161t2pp,0.0
FACOAL170_ISO,0.07508325643308492
FACOAL170_anteiso,0.18234505133749193
FACOAL180,0.0
FACOAL180_2,0.032178538471322106
FACOAL180t2pp,0.0
FACOAL181,0.0
FACOAL1812,0.0
FACOAL181d11tpp,0.0
FACOAL181d6t2pp,0.0
FACOAL181t2pp,0.0
FACOAL1821,0.0
FACOAL182t2pp,0.0
FACOAL200,0.0
FACOAL50i,0.0
FACOAL50t2pp,0.0
FACOAL60i,0.0
FACOAL60t2pp,0.0
FACOAL70t2pp,0.0
FACOAL80,0.0
FACOAL80t2pp,0.0
FACOAL90i,0.0
FACOALP50t2pp,0.0
FACOALP60t2pp,0.0
FACOALP70t2pp,0.0
FACOALP80t2pp,0.0
FACOALPREPH,0.0
FACOAL_70_c,0.0
FADB2,0.0
FADB3,0.0
FADD17,0.0
FADD3,0.0
FADE233,-0.06234634168389381
FADE281,0.0
FADE282,0.0
FADE30,0.0
FADE51,0.0
FADE52,0.0
FADMQOR,5.420110529934475
FADRx2,0.0
FALDtpp,0.0
FALDtpp2,0.0
FAO1,0.0
FAO10,0.0
FAO11,0.0
FAO2,0.0
FAO3,0.0
FAS100,0.0
FAS120,0.0
FAS140,0.0
FAS160,0.0
FAS161,0.0
FAS180,0.0
FAS181,0.0
FAS200,0.0
FAS80_L,0.0
FASm220,0.0
FASm240,0.0
FASm260,0.0
FASm280,0.0
FBA,37.56761050845336
FBA2,0.0
FBA3,0.0
FBACS,0.0
FBACabcpp,0.0
FBP,0.0
FCLPA,0.0
FCLT,0.0
FCLT2,0.0
FCOAH2,0.0
FCOAHA,0.0
FDH,5.4794813837698735
FDMO,0.0
FDMO1,0.0
FDMO2,0.0
FDMO2_1,0.0
FDMO3,0.0
FDMO3_1,0.0
FDMO4,0.0
FDMO4_1,0.0
FDMO5,0.0
FDMO5_1,0.0
FDMO6,0.0
FDMO6_1,0.0
FDMO7,0.0
FDMO_1,0.0
FDMOtau,0.0
FE2Gabcpp,0.0
FE2abc,0.0
FE2abcpp,0.0
FE2t,0.04086180122681605
FE2t2pp,0.0
FE2t3pp,3.2229171034330473
FE2tex,-3.2229171034330473
FE3DCIT2abcpp,0.0
FE3DCITCH,0.0
FE3DCITR5,0.0
FE3DCITabc,0.0
FE3DCITabcpp,0.0
FE3DCITtonex,0.0
FE3DHBZS3R,0.0
FE3Gabcpp,0.0
FE3PYOVDL2,0.0
FE3Ri,1.6298491182589487
FE3abc,0.0
FE3abcpp,0.0
FE3t,-3.152630478556778
FEDCabc,0.0
FEDHBZS3R1,0.0
FEDHBZS3R2,0.0
FEDHBZS3R3,0.0
FEENTER2tpp,0.0
FEENTERES,0.0
FEENTERR1,0.0
FEENTERR2,0.0
FEENTERR3,0.0
FEENTERR4,0.0
FEENTERabcpp,0.0
FEENTERtex,0.0
FEENTERtonex,0.0
FEENTERtpp,0.0
FEOXAMR1,0.0
FEOXAMR2,0.0
FEOXAMR3,0.0
FEOXAMUtex,0.0
FEOXAMUtpp,0.0
FEOXAMabcpp,0.0
FEOXAMtonex,0.0
FEROpp,0.0
FERULCOAS,0.0
FERtex,0.0
FERtpp,0.0
FETRANS,0.0
FFSD,0.0
FGFT,0.0
FGLU,0.0
FLVR,0.0
FLVRx,0.0
FMNAT,0.0025726144824832326
FMNRx,0.0
FMNRx2,0.0
FMNRy,0.0
FNOR,-0.003887339799257149
FOLD3,0.0
FOMETRi,0.0
FORAMD,0.0
FORCT,0.0
FPRA,90.99261018142533
FRD,0.0
FRD2,0.0009045776445900459
FRD3,0.000904577644590046
FRDx,0.0
FRTT,0.0001925490777972162
FRUK,0.0
FRUpts,0.0
FRUpts2,0.0
FRUpts2pp,0.0
FRUptspp,0.0
FRUt3,0.0
FRUtex,0.0
FTCD,0.0
FTHFCL,0.0
FTHFD,5.459794323637662
FUCpts,0.0
FUM,45.91703721524536
FUMAC,0.0
FUMt1pp,0.0
FUMt2_2,0.0
FUMt2_2pp,0.0
FUMt2r,0.0
G1PACT,6.896364723278855
G1PP,0.0
G1SAT,-21.877848139129156
G3PAT120,0.0
G3PAT141,0.0
G3PAT160,0.0
G3PAT161,0.0
G3PAT180,0.0
G3PAT181,0.0
G3PCT,16.45825528267275
G3PD1ir,16.99456425719478
G3PD5,0.0
G3PEabcpp,0.0
G3PEtex,0.0
G3PGabcpp,0.0
G3POA_BS,0.5363089745220351
G3PT,0.0
G5SD,0.0
G5SD2,2.1901911057322105
G6PBDH,5.64559342327125
G6PDA,0.0
G6PDH2r,24.619163048391787
G6PI2_2,0.0
G6PP,0.0
GAD2ktpp,0.0
GADOX,0.0
GALCTD,0.0
GALCTND,0.0
GALCTNt2pp,0.0
GALCTNt2r,0.0
GALCTNtex,0.0
GALCTt2rpp,0.0
